"","fish.id","date","lat","lon","section","TL.mm","TL.cm","Wt","species","notes","PSD","substock","stock","quality","preferred","memorable","trophy"
"1299",1139,"4/18/2012",30.89472222,-81.79861111,"11",742,74.2,"5.25","Flathead Catfish","Master2012","preferred",0,0,0,1,0,0
"1300",1140,"4/18/2012",30.89472222,-81.79861111,"11",720,72,"5.35","Flathead Catfish","Master2012","preferred",0,0,0,1,0,0
"1301",1141,"4/18/2012",30.89472222,-81.79861111,"11",690,69,"4.4","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1302",1142,"4/18/2012",30.89472222,-81.79861111,"11",655,65.5,"3.55","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1303",1143,"4/18/2012",30.89472222,-81.79861111,"11",595,59.5,"2.8","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1304",1144,"4/18/2012",30.89472222,-81.79861111,"11",607,60.7,"2.4","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1305",1145,"4/18/2012",30.89472222,-81.79861111,"11",472,47.2,"1.033","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1306",1146,"4/18/2012",30.89472222,-81.79861111,"11",585,58.5,"2.4","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1307",1147,"4/18/2012",30.89472222,-81.79861111,"11",420,42,"0.679","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1308",1148,"4/18/2012",30.89472222,-81.79861111,"11",372,37.2,"0.51","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1309",8888,"4/18/2012",30.89472222,-81.79861111,"11",345,34.5,"0.356","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1310",1149,"4/18/2012",30.89472222,-81.79861111,"11",450,45,"0.95","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1311",1150,"4/18/2012",30.89472222,-81.79861111,"11",350,35,"0.357","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1312",1151,"4/18/2012",30.89472222,-81.79861111,"11",575,57.5,"1.95","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1313",1152,"4/18/2012",30.89472222,-81.79861111,"11",495,49.5,"1.25","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1314",1153,"4/18/2012",30.89472222,-81.79861111,"11",350,35,"0.364","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1315",1154,"4/18/2012",30.89472222,-81.79861111,"11",545,54.5,"1.75","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1316",1155,"4/18/2012",30.89472222,-81.79861111,"11",660,66,"3.7","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1317",1156,"4/18/2012",30.89472222,-81.79861111,"11",425,42.5,"0.78","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1318",1157,"4/18/2012",30.89472222,-81.79861111,"11",352,35.2,"0.448","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1319",1158,"4/18/2012",30.89472222,-81.79861111,"11",430,43,"0.848","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1320",8888,"4/18/2012",30.89472222,-81.79861111,"11",287,28.7,"0.204","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1321",1159,"4/18/2012",30.89472222,-81.79861111,"11",520,52,"1.6","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1322",1160,"4/18/2012",30.89472222,-81.79861111,"11",465,46.5,"1.022","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1323",1161,"4/18/2012",30.89472222,-81.79861111,"11",410,41,"0.718","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1324",1162,"4/18/2012",30.89472222,-81.79861111,"11",422,42.2,"0.653","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1325",1163,"4/18/2012",30.89472222,-81.79861111,"11",477,47.7,"0.967","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1326",1164,"4/18/2012",30.89472222,-81.79861111,"11",482,48.2,"1.095","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1327",1165,"4/18/2012",30.89472222,-81.79861111,"11",525,52.5,"1.35","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1328",1166,"4/18/2012",30.89472222,-81.79861111,"11",607,60.7,"2.3","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1329",1167,"4/18/2012",30.89472222,-81.79861111,"11",582,58.2,"2.15","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1330",1168,"4/18/2012",30.89472222,-81.79861111,"11",371,37.1,"0.449","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1331",1169,"4/18/2012",30.89472222,-81.79861111,"11",356,35.6,"0.466","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1332",8888,"4/18/2012",30.89472222,-81.79861111,"11",325,32.5,"0.289","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1333",8888,"4/18/2012",30.89472222,-81.79861111,"11",250,25,"0.146","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1334",1170,"4/18/2012",30.89472222,-81.79861111,"11",540,54,"1.95","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1335",1171,"4/18/2012",30.89472222,-81.79861111,"11",453,45.3,"0.968","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1336",8888,"4/18/2012",30.89472222,-81.79861111,"11",325,32.5,"0.327","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1337",8888,"4/18/2012",30.89472222,-81.79861111,"11",255,25.5,"0.166","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1338",8888,"4/18/2012",30.89472222,-81.79861111,"11",320,32,"0.313","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1339",8888,"4/18/2012",30.89472222,-81.79861111,"11",306,30.6,"0.29","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1340",8888,"4/18/2012",30.89472222,-81.79861111,"11",322,32.2,"0.316","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1341",1172,"4/18/2012",30.89472222,-81.79861111,"11",387,38.7,"0.544","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1342",1173,"4/18/2012",30.89472222,-81.79861111,"11",352,35.2,"0.413","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1343",8888,"4/18/2012",30.89472222,-81.79861111,"11",189,18.9,"0.066","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1344",8888,"4/18/2012",30.89472222,-81.79861111,"11",202,20.2,"0.07","Flathead Catfish","Master2012","substock",1,0,0,0,0,0
"1345",1174,"4/18/2012",30.89472222,-81.79861111,"11",565,56.5,"2","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1346",1175,"4/18/2012",30.89472222,-81.79861111,"11",592,59.2,"2.35","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1347",1176,"4/18/2012",30.89472222,-81.79861111,"11",437,43.7,"0.799","Flathead Catfish","Master2012","stock",0,1,0,0,0,0
"1348",1177,"4/18/2012",30.89472222,-81.79861111,"11",520,52,"1.6","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1349",1178,"4/18/2012",30.89472222,-81.79861111,"11",570,57,"1.85","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1350",1179,"4/18/2012",30.89472222,-81.79861111,"11",645,64.5,"2.85","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1351",1180,"4/18/2012",30.89472222,-81.79861111,"11",550,55,"1.85","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1352",1181,"4/18/2012",30.89472222,-81.79861111,"11",510,51,"1.35","Flathead Catfish","Master2012","quality",0,0,1,0,0,0
"1353",1182,"4/18/2012",30.89472222,-81.79861111,"11",880,88,"10.55","Flathead Catfish","Master2012","memorable",0,0,0,0,1,0
"1354",1115,"5/14/2012",30.96968333,-81.9024,"8",348,34.8,"399","Flathead Catfish","Recaps2012","substock",1,0,0,0,0,0
"1355",1037,"5/15/2012",30.91258333,-81.9077,"9",619,61.9,"2657","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1356",1124,"5/15/2012",30.91475,-81.9015,"9",515,51.5,"1425","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1357",1133,"5/15/2012",30.90776667,-81.90518333,"9",332,33.2,"330","Flathead Catfish","Recaps2012","substock",1,0,0,0,0,0
"1358",1130,"5/15/2012",30.907,-81.89756667,"9",658,65.8,"3010","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1359",1119,"5/16/2012",30.89146667,-81.84216667,"10",590,59,"1943","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1360",1059,"5/16/2012",30.89288333,-81.8401,"10",750,75,"4196","Flathead Catfish","Recaps2012","preferred",0,0,0,1,0,0
"1361",1159,"5/16/2012",30.9172,-81.81731667,"10",525,52.5,"1598","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1362",1171,"5/17/2012",30.93201667,-81.8133,"11",459,45.9,"1017","Flathead Catfish","Recaps2012","stock",0,1,0,0,0,0
"1363",1143,"5/31/2012",30.90478333,-81.83406667,"10",625,62.5,"3183","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1364",1056,"5/31/2012",30.90795,-81.8301,"10",615,61.5,"2432","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1365",1084,"6/13/2012",30.94198333,-81.81938333,"11",733,73.3,"4639","Flathead Catfish","Recaps2012","preferred",0,0,0,1,0,0
"1366",1165,"6/13/2012",30.94625,-81.82346667,"11",545,54.5,"1673","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1367",1170,"6/13/2012",30.94625,-81.82346667,"11",649,64.9,"2853","Flathead Catfish","Recaps2012","quality",0,0,1,0,0,0
"1368",1156,"6/13/2012",30.96991667,-81.79975,"11",436,43.6,"857","Flathead Catfish","Recaps2012","stock",0,1,0,0,0,0
"1369",1147,"8/9/2012",30.97916667,-81.76146667,"11",492,49.2,"1.151","Flathead Catfish","Recaps2012","stock",0,1,0,0,0,0
"1370",1113,"8/28/2012",30.90795,-81.90488333,"9",710,71,"4.242","Flathead Catfish","Recaps2012","preferred",0,0,0,1,0,0
"1371",1018,"8/30/2012",30.96835,-81.80605,"11",715,71.5,"4.44","Flathead Catfish","Recaps2012","preferred",0,0,0,1,0,0
